db_id	quality	adom_id	substrate	smiles	module	nrps_prot_id	adom_protein_start	adom_protein_end	adom_nucleotide_start_end_strand	locus_tag	genomic_id	Mibig_id	neighbours	taxid	lineage
ADD1666	gold	RALTA_B1228_AMP-binding.1	ornithine	C(C[C@@H](C(=O)O)N)CN	1	CAQ71829.1	516.0	917.0	(1296947, 1298150, '(+)')	RALTA_B1228	CU633750	BGC0001189	['RALTA_B1228_Condensation_LCL.1', 'RALTA_B1228_PCP.1', 'RALTA_B1228_Epimerization.1', 'RALTA_B1228_TIGR01720.1', 'RALTA_B1228_Condensation_DCL.1']	977880	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Cupriavidus', 'species': 'Cupriavidus taiwanensis'}
ADD1667	gold	RALTA_B1228_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	CAQ71829.1	2010.0	2409.0	(1301429, 1302626, '(+)')	RALTA_B1228	CU633750	BGC0001189	['RALTA_B1228_PCP.2', 'RALTA_B1228_Condensation_DCL.2']	977880	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Cupriavidus', 'species': 'Cupriavidus taiwanensis'}
ADD1668	gold	RALTA_B1228_AMP-binding.3	ornithine	C(C[C@@H](C(=O)O)N)CN	3	CAQ71829.1	3082.0	3483.0	(1304645, 1305848, '(+)')	RALTA_B1228	CU633750	BGC0001189	['RALTA_B1228_PCP.3']	977880	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Cupriavidus', 'species': 'Cupriavidus taiwanensis'}
ADD1669	gold	glnrps7_AMP-binding.1	glycine	NCC(=O)O	1	AKL78825.1	8.0	246.0	(9569, 10283, '(+)')	glnrps7	KM603664	BGC0001187	['glnrps7_PCP.1', 'glnrps7_TD.1']	101852	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Leotiomycetes', 'order': 'Helotiales', 'family': 'Helotiaceae', 'genus': 'Glarea', 'species': 'Glarea lozoyensis'}
ADD1670	gold	RSp0641_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	CAD17792.1	3156.0	3560.0	(791714, 792926, '(+)')	RSp0641	AL646053	BGC0001363	['RSp0641_CAL_domain.1', 'RSp0641_PP-binding.1', 'RSp0641_Aminotran_3.1', 'RSp0641_Condensation_Starter.1', 'RSp0641_PCP.1', 'RSp0641_Condensation_LCL.1']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1671	gold	RSp0641_AMP-binding.2	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	2	CAD17792.1	4213.0	4603.0	(794885, 796055, '(+)')	RSp0641	AL646053	BGC0001363	['RSp0641_PCP.2', 'RSp0641_Condensation_LCL.2']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1672	gold	RSp0641_AMP-binding.3	serine	C([C@@H](C(=O)O)N)O	3	CAD17792.1	5259.0	5657.0	(798023, 799217, '(+)')	RSp0641	AL646053	BGC0001363	['RSp0641_PCP.3', 'RSp0641_Condensation_LCL.3']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1673	gold	RSp0641_AMP-binding.4	homoserine	C(CO)[C@@H](C(=O)O)N	4	CAD17792.1	6311.0	6708.0	(801179, 802370, '(+)')	RSp0641	AL646053	BGC0001363	['RSp0641_PCP.4']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1674	gold	RSp0642_AMP-binding.1	valine	CC(C)[C@@H](C(=O)O)N	1	CAD17793.1	566.0	962.0	(804613, 805801, '(+)')	RSp0642	AL646053	BGC0001363	['RSp0642_Condensation_Dual.1', 'RSp0642_PCP.1', 'RSp0642_Condensation_LCL.1', 'RSp0642_Thioesterase.1', 'RSp0642_Thioesterase.2']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1675	gold	RSp0642_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	CAD17793.1	1624.0	2022.0	(807787, 808981, '(+)')	RSp0642	AL646053	BGC0001363	['RSp0642_PCP.2', 'RSp0642_Condensation_Dual.2', 'RSp0642_Condensation_LCL.2']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1676	gold	RSp0642_AMP-binding.3	glycine	NCC(=O)O	3	CAD17793.1	2704.0	3100.0	(811027, 812215, '(+)')	RSp0642	AL646053	BGC0001363	['RSp0642_PCP.3', 'RSp0642_Condensation_LCL.3']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1677	gold	RSp0642_AMP-binding.4	alanine	C[C@@H](C(=O)O)N	4	CAD17793.1	3756.0	4144.0	(814183, 815347, '(+)')	RSp0642	AL646053	BGC0001363	['RSp0642_PCP.4']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1678	gold	RSp0642_AMP-binding.5	beta-alanine	NCCC(=O)O	5	CAD17793.1	4800.0	5198.0	(817315, 818509, '(+)')	RSp0642	AL646053	BGC0001363	['RSp0642_PCP.5']	267608	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Ralstonia', 'species': 'Ralstonia pseudosolanacearum'}
ADD1679	gold	QCC62999.1_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QCC62999.1	1024.0	1406.0	(70436, 71621, '-')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_Condensation_DCL.9', 'QCC62999.1_Epimerization.1', 'QCC62999.1_PCP.1', 'QCC62999.1_Condensation_DCL.1', 'QCC62999.1_PP-binding.1']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1680	gold	QCC62999.1_AMP-binding.2	glutamic acid	C(CC(=O)O)[C@@H](C(=O)O)N	2	QCC62999.1	2113.0	2502.0	(67148, 68315, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_Epimerization.2', 'QCC62999.1_PCP.2', 'QCC62999.1_Condensation_DCL.2']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1681	gold	QCC62999.1_AMP-binding.3	asparagine	C([C@@H](C(=O)O)N)C(=O)N	3	QCC62999.1	3209.0	3607.0	(63833, 65027, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.3', 'QCC62999.1_Condensation_DCL.3']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1682	gold	QCC62999.1_AMP-binding.4	serine	C([C@@H](C(=O)O)N)O	4	QCC62999.1	4329.0	4695.0	(60512, 61610, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.4', 'QCC62999.1_Condensation_DCL.4']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1683	gold	QCC62999.1_AMP-binding.5	serine	C([C@@H](C(=O)O)N)O	5	QCC62999.1	5397.0	5795.0	(57212, 58406, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.5', 'QCC62999.1_Condensation_DCL.5']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1684	gold	QCC62999.1_AMP-binding.6	serine	C([C@@H](C(=O)O)N)O	6	QCC62999.1	6501.0	6899.0	(53900, 55094, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.6', 'QCC62999.1_Condensation_DCL.6']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1685	gold	QCC62999.1_AMP-binding.7	threonine	C[C@H]([C@@H](C(=O)O)N)O	7	QCC62999.1	8036.0	8436.0	(49241, 50441, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.7', 'QCC62999.1_Condensation_DCL.7']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1686	gold	QCC62999.1_AMP-binding.8	glycine	NCC(=O)O	8	QCC62999.1	9594.0	9998.0	(44555, 45767, '(-)')	QCC62999.1	MK043052	BGC0001966	['QCC62999.1_PCP.8', 'QCC62999.1_Condensation_DCL.8']	1707701	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Dothideomycetes', 'order': 'Pleosporales', 'family': 'Didymellaceae', 'genus': 'Phoma', 'species': 'Phoma sp.'}
ADD1687	gold	thxA2_AMP-binding.1	serine	C([C@@H](C(=O)O)N)O	1	QDA77059.1	2039.0	2438.0	(19130, 20327, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_Aminotran_3.1', 'thxA2_Condensation_LCL.1', 'thxA2_PCP.1', 'thxA2_Epimerization.1', 'thxA2_TIGR01720.1', 'thxA2_Condensation_DCL.1', 'thxA2_Condensation_DCL.2']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1688	gold	thxA2_AMP-binding.2	threonine	C[C@H]([C@@H](C(=O)O)N)O	2	QDA77059.1	3100.0	3508.0	(22313, 23537, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_Condensation_LCL.2', 'thxA2_PCP.2', 'thxA2_Epimerization.2', 'thxA2_TIGR01720.2']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1689	gold	thxA2_AMP-binding.3	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	3	QDA77059.1	4170.0	4548.0	(25523, 26657, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_Condensation_LCL.3', 'thxA2_PCP.3']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1690	gold	thxA2_AMP-binding.4	glycine	NCC(=O)O	4	QDA77059.1	6006.0	6399.0	(31031, 32210, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_PCP.4', 'thxA2_Condensation_LCL.4']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1691	gold	thxA2_AMP-binding.5	beta-alanine	NCCC(=O)O	5	QDA77059.1	7061.0	7464.0	(34196, 35405, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_PCP.5', 'thxA2_Condensation_LCL.5']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1692	gold	thxA2_AMP-binding.6	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	6	QDA77059.1	8126.0	8517.0	(37391, 38564, '(+)')	thxA2	MK551162	BGC0002026	['thxA2_PCP.6']	1434086	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': nan, 'order': 'Polyangiales', 'family': 'Polyangiaceae', 'genus': 'Jahnella', 'species': 'Jahnella sp. MSr9139'}
ADD1693	gold	jagA_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	CCJ67645.1	452.0	853.0	(7601, 8804, '(+)')	jagA	HE967328	BGC0001127	['jagA_Condensation_Starter.1', 'jagA_PCP.1', 'jagA_Condensation_DCL.1']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1694	gold	jagB_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	CCJ67646.1	463.0	864.0	(12569, 13772, '(+)')	jagB	HE967328	BGC0001127	['jagB_Condensation_LCL.1', 'jagB_PCP.1', 'jagB_Epimerization.1', 'jagB_Condensation_DCL.1']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1695	gold	jagB_AMP-binding.2	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	2	CCJ67646.1	1909.0	2296.0	(16907, 18068, '(+)')	jagB	HE967328	BGC0001127	['jagB_PCP.2', 'jagB_Epimerization.2']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1696	gold	jagC_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	CCJ67647.1	468.0	876.0	(21433, 22657, '(+)')	jagC	HE967328	BGC0001127	['jagC_Condensation_DCL.1', 'jagC_PCP.1', 'jagC_Epimerization.1']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1697	gold	jagC_AMP-binding.2	glutamine	C(CC(=O)N)[C@@H](C(=O)O)N	2	CCJ67647.1	1551.0	1950.0	(24682, 25879, '(+)')	jagC	HE967328	BGC0001127	['jagC_Condensation_DCL.2', 'jagC_PCP.2']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1698	gold	jagC_AMP-binding.3	glycine	NCC(=O)O	3	CCJ67647.1	3046.0	3434.0	(29167, 30331, '(+)')	jagC	HE967328	BGC0001127	['jagC_Condensation_DCL.3', 'jagC_PCP.3']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1699	gold	jagD_AMP-binding.1	allo-threonine	C[C@@H]([C@@H](C(=O)O)N)O	1	CCJ67648.1	980.0	1387.0	(33929, 35150, '(+)')	jagD	HE967328	BGC0001127	['jagD_Condensation_LCL.1', 'jagD_PCP.1', 'jagD_Thioesterase.1']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1700	gold	jagD_AMP-binding.2	histidine	C1=C(NC=N1)C[C@@H](C(=O)O)N	2	CCJ67648.1	2054.0	2456.0	(37151, 38357, '(+)')	jagD	HE967328	BGC0001127	['jagD_Condensation_LCL.2', 'jagD_PCP.2']	55508	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Oxalobacteraceae', 'genus': 'Janthinobacterium', 'species': 'Janthinobacterium agaricidamnosum'}
ADD1701	gold	ituA_AMP-binding.1	asparagine	C([C@@H](C(=O)O)N)C(=O)N	1	BAB69698.1	2956.0	3351.0	(14019, 15204, '(+)')	ituA	AB050629	BGC0001098	['ituA_CAL_domain.1', 'ituA_PCP.1', 'ituA_Trans-AT_docking.1', 'ituA_PP-binding.1', 'ituA_Aminotran_3.1', 'ituA_Condensation_LCL.1', 'ituA_Condensation_LCL.3']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1702	gold	ituB_AMP-binding.1	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	1	BAB69699.1	268.0	662.0	(17948, 19130, '(+)')	ituB	AB050629	BGC0001098	['ituB_PCP.1', 'ituB_Epimerization.1', 'ituB_TIGR01720.1', 'ituB_Condensation_DCL.1', 'ituB_Condensation_LCL.1', 'ituB_Condensation_LCL.2']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1703	gold	ituB_AMP-binding.2	asparagine	C([C@@H](C(=O)O)N)C(=O)N	2	BAB69699.1	1779.0	2174.0	(22481, 23666, '(+)')	ituB	AB050629	BGC0001098	['ituB_PCP.2', 'ituB_Epimerization.2', 'ituB_TIGR01720.2', 'ituB_Condensation_DCL.2']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1704	gold	ituB_AMP-binding.3	glutamine	C(CC(=O)N)[C@@H](C(=O)O)N	3	BAB69699.1	3288.0	3693.0	(27008, 28223, '(+)')	ituB	AB050629	BGC0001098	['ituB_PCP.3']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1705	gold	ituB_AMP-binding.4	proline	C1C[C@H](NC1)C(=O)O	4	BAB69699.1	4337.0	4733.0	(30155, 31343, '(+)')	ituB	AB050629	BGC0001098	['ituB_PCP.4']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1706	gold	ituC_AMP-binding.1	asparagine	C([C@@H](C(=O)O)N)C(=O)N	1	BAB69700.1	268.0	663.0	(34125, 35310, '(+)')	ituC	AB050629	BGC0001098	['ituC_PCP.1', 'ituC_Epimerization.1', 'ituC_TIGR01720.1', 'ituC_Condensation_DCL.1', 'ituC_Thioesterase.1']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1707	gold	ituC_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	BAB69700.1	1778.0	2185.0	(38655, 39876, '(+)')	ituC	AB050629	BGC0001098	['ituC_PCP.2']	1423	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD1708	gold	RHA1_ro02319_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	ABG94125.1	454.0	843.0	(2445636, 2446803, '(+)')	RHA1_ro02319	CP000431	BGC0000417	['RHA1_ro02319_Condensation_Starter.1', 'RHA1_ro02319_PCP.1', 'RHA1_ro02319_Condensation_LCL.1', 'RHA1_ro02319_Thioesterase.1']	101510	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Mycobacteriales', 'family': 'Nocardiaceae', 'genus': 'Rhodococcus', 'species': 'Rhodococcus jostii'}
ADD1709	gold	RHA1_ro02319_AMP-binding.2	ornithine	C(C[C@@H](C(=O)O)N)CN	2	ABG94125.1	1499.0	1906.0	(2448771, 2449992, '(+)')	RHA1_ro02319	CP000431	BGC0000417	['RHA1_ro02319_PCP.2']	101510	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Mycobacteriales', 'family': 'Nocardiaceae', 'genus': 'Rhodococcus', 'species': 'Rhodococcus jostii'}
ADD1710	gold	pyrE_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	AEF33078.1	453.0	867.0	(10398, 11640, '(+)')	pyrE	HM436809	BGC0001039	['pyrE_Condensation_Starter.1', 'pyrE_PCP.1', 'pyrE_Condensation_LCL.1']	68260	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces pyridomyceticus'}
ADD1711	gold	pyrE_AMP-binding.2	3-(3-pyridyl)-alanine	C1=CC(=CN=C1)C[C@@H](C(=O)O)N	2	AEF33078.1	1530.0	1928.0	(13629, 14823, '(+)')	pyrE	HM436809	BGC0001039	['pyrE_PCP.2']	68260	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces pyridomyceticus'}
ADD1712	gold	Beas_AMP-binding.1	2R-hydroxyisovaleric acid	CC(C)[C@H](C(=O)O)O	1	ACI30655.1	503.0	901.0	(13019, 14213, '(+)')	Beas	EU886196	BGC0000313	['Beas_Condensation_DCL.1', 'Beas_PCP.1', 'Beas_Condensation_LCL.1', 'Beas_nMT.1', 'Beas_PCP.3', 'Beas_Condensation_DCL.2']	176275	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Beauveria', 'species': 'Beauveria bassiana'}
ADD1713	gold	Beas_AMP-binding.2	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	2	ACI30655.1	1598.0	2004.0	(16304, 17522, '(+)')	Beas	EU886196	BGC0000313	['Beas_PCP.2']	176275	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Beauveria', 'species': 'Beauveria bassiana'}
ADD1714	gold	Bsls_AMP-binding.1	2R-hydroxyisovaleric acid	CC(C)[C@H](C(=O)O)O	1	ACR78148.1	491.0	887.0	(22717, 23905, '(+)')	Bsls	FJ439897	BGC0000312	['Bsls_Condensation_DCL.1', 'Bsls_PCP.1', 'Bsls_Condensation_LCL.1', 'Bsls_nMT.1', 'Bsls_PCP.3', 'Bsls_Condensation_DCL.2']	176275	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Beauveria', 'species': 'Beauveria bassiana'}
ADD1715	gold	Bsls_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	ACR78148.1	1566.0	1973.0	(25942, 27163, '(+)')	Bsls	FJ439897	BGC0000312	['Bsls_PCP.2']	176275	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Beauveria', 'species': 'Beauveria bassiana'}
ADD1716	gold	natB_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	BBD17759.1	462.0	876.0	(3869, 5111, '(+)')	natB	LC375136	BGC0001919	['natB_Condensation_Starter.1', 'natB_PCP.1', 'natB_Condensation_LCL.1', 'natB_CAL_domain.1', 'natB_PCP.2', 'natB_Condensation_LCL.2', 'natB_CAL_domain.2', 'natB_PCP.3']	67339	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces orinoci'}
